event_name;sport;date;city;country;address;latitude;longitude;distance;description;event_url;data_source;image
Sparkassen Phoenix-Halbmarathon Dortmund;Running;03.10.2026;Dortmund;Germany;Dortmund, Germany;51.5142273;7.4652789;21 km;Imported from marathon.de running calendar.;https://www.marathon.de/laufevent/dortmund-halbmarathon/;marathon.de;https://www.marathon.de/logos/dortmund-halbmarathon.jpg
Taubertal 100;Ultramarathon;03.10.2026;Rothenburg ob der Tauber;Germany;Rothenburg ob der Tauber, Germany;49.3658042;10.1629182;50 km / 70 km / 100 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/taubertal100/;https://www.taubertal100.de/;marathon.de;https://www.marathon.de/kategorien/b8921e67a0.jpg
Aschaffenburger Sparkassen Halbmarathon;Running;04.10.2026;Aschaffenburg;Germany;Aschaffenburg, Germany;49.9706701;9.1384857;21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/aschaffenburger-halbmarathon/;https://halbmarathon-aschaffenburg.de/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
Mitteldeutscher Marathon;Running;04.10.2026;Halle;Germany;Halle, Germany;51.4824354;11.9712985;10 km / 21 km / 42 km;Imported from marathon.de running calendar.;https://www.mitteldeutscher-marathon.de/;marathon.de;https://www.marathon.de/logos/mitteldeutscher-marathon.jpg
Rügenbrücken Marathon;Running;10.10.2026;Stralsund;Germany;Stralsund, Germany;54.3096314;13.0820846;3 km / 6 km / 10 km / 21 km;Imported from marathon.de running calendar.;https://www.ruegenbrueckenmarathon.de/;marathon.de;https://www.marathon.de/logos/ruegenbruecken-marathon.jpg
Brocken Marathon;Running;10.10.2026;Wernigerode;Germany;Wernigerode, Germany;51.8344172;10.7862526;5 km / 11 km / 21 km / 25 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/brocken-marathon/;http://www.harz-gebirgslauf.de/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Schwarzwald Marathon;Running;10.10.2026;Bräunlingen;Germany;Bräunlingen, Germany;47.9300645;8.448329;5 km / 10 km / 21 km / 42 km;Imported from marathon.de running calendar.;https://www.schwarzwaldmarathon.de/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Lissabon Marathon;Running;10.10.2026;Lissabon;Portugal;Lissabon, Portugal;38.7077507;-9.1365919;8 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/lissabon-marathon/;https://maratonalisboa.com/;marathon.de;https://www.marathon.de/logos/lissabon-marathon.jpg
Kaisermarathon;Running;10.10.2026;Söll;Austria;Söll, Austria;47.5037676;12.1914903;42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/kaisermarathon/;https://www.tourdetirol.com/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
RIBE Citylauf Schwabach;Running;11.10.2026;Schwabach;Germany;Schwabach, Germany;49.3290521;11.0207677;5 km / 10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/citylauf-schwabach/;https://schwabacher-citylauf.de/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
Bukarest Marathon;Running;11.10.2026;Bukarest;Romania;Bukarest, Romania;44.4361414;26.102684;10 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/bukarest-marathon/;https://bucharest-marathon.com/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Ascona-Locarno Run;Running;11.10.2026;Ascona;Switzerland;Ascona, Switzerland;46.1554222;8.7707865;5 km / 10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/ascona-locarno-run/;https://www.ascona-locarno-run.ch/;marathon.de;https://www.marathon.de/logos/ascona-halbmarathon.jpg
Eindhoven Marathon;Running;11.10.2026;Eindhoven;Netherlands;Eindhoven, Netherlands;51.4392648;5.478633;5 km / 10 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/eindhoven-marathon/;https://www.marathoneindhoven.org/;marathon.de;https://www.marathon.de/logos/eindhoven-marathon.jpg
Leipzig RUN;Running;11.10.2026;Leipzig;Germany;Leipzig, Germany;51.3406321;12.3747329;10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/leipzig-run/;https://www.maximalpuls.com/events/leipzig-run/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
3-Länder Marathon;Running;11.10.2026;Bregenz;Austria;Bregenz, Austria;47.5025779;9.7472924;11 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/drei-laender-marathon/;https://www.sparkasse-3-laender-marathon.at/;marathon.de;https://www.marathon.de/logos/drei-laender-marathon.jpg
Budapest Marathon;Running;11.10.2026;Budapest;Hungary;Budapest, Hungary;47.4813896;19.1457723;14 km / 30 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/budapest-marathon/;https://marathon.runinbudapest.com/;marathon.de;https://www.marathon.de/logos/budapest-marathon.jpg
Graz Marathon;Running;11.10.2026;Graz;Austria;Graz, Austria;47.0708678;15.4382786;10 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/graz-marathon/;https://www.grazmarathon.at/;marathon.de;https://www.marathon.de/logos/graz-marathon.jpg
Westenergie Marathon;Running;11.10.2026;Essen;Germany;Essen, Germany;51.4582235;7.0158171;17 km / 42 km;Imported from marathon.de running calendar.;https://www.marathon.de/laufevent/westenergie-marathon/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Marathon München by Brooks;Running;11.10.2026;München;Germany;München, Germany;48.1371079;11.5753822;10 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/muenchen-marathon/;https://marathonmuenchen.org/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Sparkassen-SAARathon;Running;11.10.2026;Saarbrücken;Germany;Saarbrücken, Germany;49.234362;6.996379;5 km / 10 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/saarbruecker-westspangenlauf/;https://www.westspangenlauf.de/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Falke Rothaarsteig Marathon;Running;17.10.2026;Fleckenberg;Germany;Fleckenberg, Germany;51.1325162;8.2623868;12 km / 21 km / 22 km / 42 km;Imported from marathon.de running calendar.;https://www.marathon.de/laufevent/rothaarsteig-marathon/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Hachenburg Löwen Marathon;Running;17.10.2026;Hachenburg;Germany;Hachenburg, Germany;50.6627538;7.8253173;6 km / 11 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/hachenburg-loewen-marathon/;https://www.loewenlauf-hachenburg.de/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
Salzkammergut Marathon;Running;17.10.2026;St. Wolfgang;Austria;St. Wolfgang, Austria;47.6104372;15.9973675;5 km / 10 km / 27 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/salzkammergut-marathon/;http://www.wolfgangseelauf.at/;marathon.de;https://www.marathon.de/logos/salzkammergut-marathon.jpg
Palma Marathon;Running;18.10.2026;Palma de Mallorca;Spain;Palma de Mallorca, Spain;39.5695818;2.6500745;9 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/palma-marathon/;https://www.palmademallorcamarathon.com/;marathon.de;https://www.marathon.de/logos/palma-marathon.jpg
Lübeck Marathon;Running;18.10.2026;Lübeck;Germany;Lübeck, Germany;53.866444;10.684738;2 km / 4 km / 10 km / 21 km;Imported from marathon.de running calendar.;https://www.luebeck-marathon.de/;marathon.de;https://www.marathon.de/logos/luebeck-marathon.jpg
Bottwartal Marathon;Ultramarathon;18.10.2026;Steinheim;Germany;Steinheim, Germany;51.8660478;9.0942767;10 km / 21 km / 42 km / 54 km;Imported from marathon.de running calendar.;https://www.bottwartal-marathon.de/;marathon.de;https://www.marathon.de/logos/bottwartal-marathon.jpg
Filderstadt-Halbmarathon;Running;18.10.2026;Filderstadt;Germany;Filderstadt, Germany;48.6664;9.2199647;10 km / 21 km;Imported from marathon.de running calendar.;https://www.marathon.de/laufevent/filderstadt-halbmarathon/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
Antwerpen Marathon;Running;18.10.2026;Antwerpen;Belgium;Antwerpen, Belgium;51.2211097;4.3997081;8 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/antwerpen-marathon/;https://antwerpmarathon.com/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Chiemgau Trail Run;Ultramarathon;24.10.2026;Marquartstein;Germany;Marquartstein, Germany;47.7608226;12.4604809;10 km / 21 km / 42 km / 60 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/chiemgau-trail-run/;https://chiemgau-trail-run.de/;marathon.de;https://www.marathon.de/kategorien/06527d7ce5.jpg
TCS Amsterdam Marathon;Running;25.10.2026;Amsterdam;Netherlands;Amsterdam, Netherlands;52.3730796;4.8924534;8 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/amsterdam-marathon/;https://www.tcsamsterdammarathon.eu/;marathon.de;https://www.marathon.de/logos/amsterdam-marathon.jpg
Swiss City Marathon Lucerne;Running;25.10.2026;Luzern;Switzerland;Luzern, Switzerland;47.052144;8.3058123;10 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/swiss-city-marathon-lucerne/;https://www.swisscitymarathon.ch/;marathon.de;https://www.marathon.de/logos/swiss-city-marathon-lucerne.jpg
Lausanne Marathon;Running;25.10.2026;Lausanne;Switzerland;Lausanne, Switzerland;46.5218269;6.6327025;10 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/lausanne-marathon/;https://de.lausanne-marathon.com/;marathon.de;https://www.marathon.de/logos/lausanne-marathon.jpg
Braunschweiger Lauftage;Running;25.10.2026;Braunschweig;Germany;Braunschweig, Germany;52.2646577;10.5236066;5 km / 10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/braunschweiger-lauftage/;http://www.braunschweiger-lauftage.de/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
SportScheck RUN Nürnberg;Running;25.10.2026;Nürnberg;Germany;Nürnberg, Germany;49.453872;11.077298;6 km / 10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/sportscheck-run-nuernberg/;https://www.sportscheck.com/erlebnisse/run/;marathon.de;https://www.marathon.de/logos/sportscheck-run-nuernberg.jpg
Dresdner Marathon;Running;25.10.2026;Dresden;Germany;Dresden, Germany;51.0493286;13.7381437;4 km / 10 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/dresdner-marathon/;https://www.dresden-marathon.com/;marathon.de;https://www.marathon.de/logos/dresdner-marathon.jpg
Dublin Marathon;Running;25.10.2026;Dublin;Ireland;Dublin, Ireland;53.3493795;-6.2605593;42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/dublin-marathon/;https://irishlifedublinmarathon.ie/;marathon.de;https://www.marathon.de/logos/dublin-marathon.jpg
Oldenburg Marathon;Running;25.10.2026;Edewecht;Germany;Edewecht, Germany;53.1283992;7.9855044;5 km / 10 km / 21 km / 42 km;Imported from marathon.de running calendar.;https://www.oldenburg-marathon.de/;marathon.de;https://www.marathon.de/logos/oldenburg-marathon.jpg
Röntgenlauf;Running;25.10.2026;Remscheid;Germany;Remscheid, Germany;51.1798706;7.1943544;5 km / 10 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/roentgenlauf/;https://www.roentgenlauf.de/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Athen Marathon;Running;08.11.2026;Athen;Greece;Athen, Greece;37.9755648;23.7348324;5 km / 10 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/athen-marathon/;https://www.athensauthenticmarathon.gr/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Rursee Marathon;Ultramarathon;08.11.2026;Simmerath;Germany;Simmerath, Germany;50.6072499;6.3005267;17 km / 42 km / 52 km;Imported from marathon.de running calendar.;https://www.rursee-marathon.de/;marathon.de;https://www.marathon.de/logos/rursee-marathon.jpg
Karneval Marathon Köln;Running;11.11.2026;Köln;Germany;Köln, Germany;50.938361;6.959974;42 km;Imported from marathon.de running calendar.;https://www.marathon.de/laufevent/karneval-marathon-koeln/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Frauenfelder Marathon;Running;15.11.2026;Frauenfeld;Switzerland;Frauenfeld, Switzerland;47.5561915;8.8963347;21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/frauenfelder-marathon/;https://www.der-frauenfelder.ch/;marathon.de;https://www.marathon.de/logos/frauenfelder-marathon.jpg
Verona Run Marathon;Running;15.11.2026;Verona;Italy;Verona, Italy;45.4424977;10.9857377;10 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/verona-run-marathon/;https://www.veronarunmarathon.it/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Lipperland Marathon;Running;21.11.2026;Dörentrup;Germany;Dörentrup, Germany;52.0408142;9.0033681;10 km / 21 km / 42 km;Imported from marathon.de running calendar.;https://www.marathon.de/laufevent/lipperland-marathon/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Ring Running Series;Running;21.11.2026;Hockenheim;Germany;Hockenheim, Germany;49.3188892;8.5475467;21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/ring-running-series/;https://ringrunningseries.com/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Schloss Marienburg Marathon;Running;21.11.2026;Nordstemmen-Adensen;Germany;Nordstemmen-Adensen, Germany;52.1763239;9.729259;21 km / 42 km;Imported from marathon.de running calendar.;https://www.marathon.de/laufevent/schloss-marienburg-marathon/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Siebengebirgsmarathon;Running;06.12.2026;Bad Honnef;Germany;Bad Honnef, Germany;50.6448582;7.2272534;21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/siebengebirgsmarathon/;https://siebengebirgsmarathon.net/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Valencia Marathon;Running;06.12.2026;Valencia;Spain;Valencia, Spain;39.4697065;-0.3763353;21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/valencia-marathon/;https://www.valenciaciudaddelrunning.com/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Wintermarathon Leipzig;Running;16.01.2027;Leipzig;Germany;Leipzig, Germany;51.3406321;12.3747329;21 km / 42 km;Imported from marathon.de running calendar.;https://www.marathon.de/laufevent/wintermarathon-leipzig/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Winterstaffel Pulheim;Running;31.01.2027;Pulheim;Germany;Pulheim, Germany;50.9979888;6.8025409;5 km / 10 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/winterstaffel-pulheim/;https://www.winterstaffel.de/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Sevilla Marathon;Running;21.02.2027;Sevilla;Spain;Sevilla, Spain;37.3886303;-5.9953403;42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/sevilla-marathon/;https://de.zurichmaratonsevilla.es/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Malta Marathon;Running;28.02.2027;Mdina;Malta;Mdina, Malta;35.8858923;14.4025288;21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/malta-marathon/;https://www.maltamarathon.com/;marathon.de;https://www.marathon.de/logos/malta-marathon.jpg
Königsforst Marathon;Ultramarathon;14.03.2027;Bensberg;Germany;Bensberg, Germany;51.2323776;9.3541143;21 km / 42 km / 63 km;Imported from marathon.de running calendar.;https://www.koenigsforst-marathon.de/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Bienwald Marathon;Running;14.03.2027;Kandel;Germany;Kandel, Germany;49.0809754;8.1970699;21 km / 42 km;Imported from marathon.de running calendar.;https://www.bienwald-marathon.de/;marathon.de;https://www.marathon.de/logos/bienwald-marathon.jpg
Rome Marathon;Running;14.03.2027;Rom;Italy;Rom, Italy;41.8933203;12.4829321;42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/rome-marathon/;https://www.runromethemarathon.com/;marathon.de;https://www.marathon.de/logos/rome-marathon.jpg
Barcelona Marathon;Running;14.03.2027;Barcelona;Spain;Barcelona, Spain;41.3825802;2.177073;42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/barcelona-marathon/;https://www.zurichmaratobarcelona.es/;marathon.de;https://www.marathon.de/logos/barcelona-marathon.jpg
Würzburger Gedächtnislauf;Ultramarathon;20.03.2027;Würzburg;Germany;Würzburg, Germany;49.7780356;9.9434769;10 km / 21 km / 28 km / 44 km;Imported from marathon.de running calendar.;https://www.marathon.de/laufevent/wuerzburger-gedaechtnislauf/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Generali Berliner Halbmarathon;Running;04.04.2027;Berlin;Germany;Berlin, Germany;52.5173885;13.3951309;21 km;Imported from marathon.de running calendar.;https://www.generali-berliner-halbmarathon.de/;marathon.de;https://www.marathon.de/logos/halbmarathon-berlin.jpg
Mein Freiburg Marathon;Running;04.04.2027;Freiburg;Germany;Freiburg, Germany;47.9960901;7.8494005;3 km / 10 km / 21 km / 42 km;Imported from marathon.de running calendar.;https://www.mein-freiburgmarathon.de/;marathon.de;https://www.marathon.de/logos/mein-freiburg-marathon.jpg
Saaletal Marathon;Running;10.04.2027;Ramsthal;Germany;Ramsthal, Germany;50.1398945;10.0692744;10 km / 21 km / 33 km / 42 km;Imported from marathon.de running calendar.;https://www.marathon.de/laufevent/saaletal-marathon/;marathon.de;https://www.marathon.de/logos/saaletal-marathon.jpg
Zürich Marathon;Running;11.04.2027;Zürich;Switzerland;Zürich, Switzerland;47.3744489;8.5410422;10 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/zuerich-marathon/;https://www.zuerichmarathon.ch/;marathon.de;https://www.marathon.de/logos/zuerich-marathon.jpg
Hannover Marathon;Running;11.04.2027;Hannover;Germany;Hannover, Germany;52.3744779;9.7385532;10 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/hannover-marathon/;https://www.marathon-hannover.de/;marathon.de;https://www.marathon.de/logos/hannover-marathon.jpg
Obermain Marathon;Running;11.04.2027;Bad Staffelstein;Germany;Bad Staffelstein, Germany;50.1028339;10.999159;13 km / 21 km / 42 km;Imported from marathon.de running calendar.;https://www.marathon.de/laufevent/obermain-marathon/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Linz Donau Marathon;Running;11.04.2027;Linz;Austria;Linz, Austria;48.3059078;14.286198;5 km / 10 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/linz-donau-marathon/;https://www.linzmarathon.at/;marathon.de;https://www.marathon.de/logos/linz-donau-marathon.jpg
uniper Marathon Düsseldorf;Running;18.04.2027;Düsseldorf;Germany;Düsseldorf, Germany;51.2254018;6.7763137;21 km / 42 km;Imported from marathon.de running calendar.;https://www.uniper-duesseldorfmarathon.de/;marathon.de;https://www.marathon.de/logos/duesseldorf-marathon.jpg
LIWA-LaufEvent;Running;18.04.2027;Lichtenwald-Hegenlohe;Germany;Lichtenwald-Hegenlohe, Germany;48.7347463;9.4759266;7 km / 10 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/schurwald-marathon/;https://www.liwalauf.tsv-lichtenwald.de/;marathon.de;https://www.marathon.de/kategorien/9df6b59342.jpg
Tangermünder Elbdeichmarathon;Running;18.04.2027;Tangermünde;Germany;Tangermünde, Germany;52.5431104;11.9722524;10 km / 21 km / 42 km;Imported from marathon.de running calendar.;https://www.marathon.de/laufevent/tangermuender-elbdeichmarathon/;marathon.de;https://www.marathon.de/logos/tangermuender-elbdeichmarathon.jpg
Vienna City Marathon;Running;18.04.2027;Wien;Austria;Wien, Austria;48.2083537;16.3725042;21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/vienna-city-marathon/;https://www.vienna-marathon.com/;marathon.de;https://www.marathon.de/logos/vienna-marathon.jpg
Leipzig Marathon;Running;18.04.2027;Leipzig;Germany;Leipzig, Germany;51.3406321;12.3747329;4 km / 10 km / 21 km / 42 km;Imported from marathon.de running calendar.;https://leipzigmarathon.de/;marathon.de;https://www.marathon.de/logos/leipzig-marathon.jpg
Salvus-Teekottenlauf;Running;23.04.2027;Emsdetten;Germany;Emsdetten, Germany;52.174687;7.5301756;5 km / 10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/teekottenlauf/;https://www.salvus-teekottenlauf.de/;marathon.de;https://www.marathon.de/kategorien/2232d51c55.jpg
Darß Marathon;Running;24.04.2027;Wieck a. Darß;Germany;Wieck a. Darß, Germany;54.4100179;12.5827902;10 km / 21 km / 42 km;Imported from marathon.de running calendar.;https://www.marathon.de/laufevent/darss-marathon/;marathon.de;https://www.marathon.de/logos/drass-marathon.jpg
Oberelbe Marathon;Running;25.04.2027;Dresden;Germany;Dresden, Germany;51.0493286;13.7381437;5 km / 10 km / 21 km / 42 km;Imported from marathon.de running calendar.;https://www.oberelbe-marathon.de/;marathon.de;https://www.marathon.de/logos/oberelbe-marathon.jpg
Heilbronner Trollinger Marathon;Running;25.04.2027;Heilbronn;Germany;Heilbronn, Germany;49.142291;9.218655;10 km / 21 km / 42 km;Imported from marathon.de running calendar.;https://www.trollinger-marathon.de/;marathon.de;https://www.marathon.de/logos/heilbronner-trollinger-marathon.jpg
Madrid Marathon;Running;25.04.2027;Madrid;Spain;Madrid, Spain;40.416782;-3.703507;10 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/madrid-marathon/;https://rocknrollmadridrun.com/;marathon.de;https://www.marathon.de/logos/madrid-marathon.jpg
London Marathon;Running;25.04.2027;London;United Kingdom;London, United Kingdom;51.5074456;-0.1277653;42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/london-marathon/;https://www.tcslondonmarathon.com/;marathon.de;https://www.marathon.de/logos/london-marathon.jpg
