event_name;sport;date;city;country;address;latitude;longitude;distance;description;event_url;data_source;image
10 Teiche Marathon;Running;12.09.2026;Hahnenklee;Germany;Hahnenklee, Germany;51.8602508;10.3384485;5 km, 10 km, Half Marathon, Marathon;Official local running event in Hahnenklee. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.harzer-wanderwochen.de/10-teiche-marathon;Kilometerliebe Discovery;
SanktPauli Ultra;Ultramarathon;15.05.2027;Rotenburg/Wümme - Tostedt;Germany;Rotenburg/Wümme - Tostedt, Germany;53.28265;9.7124175;100 km;Official local running event in Rotenburg/Wümme - Tostedt. Distances: 100 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.bremensanktpauli.de/infos;Kilometerliebe Discovery;
Freudenstadt Grüntal 12h/24h Lauf (Frühling);Ultramarathon;18.04.2026;Freudenstadt-Grüntal;Germany;Freudenstadt-Grüntal, Germany;48.4796222;8.4683264;12h / 24h Ultramarathon;Official local running event in Freudenstadt-Grüntal. Distances: 12h / 24h Ultramarathon. Discovered via Kilometerliebe and linked to the official event website.;https://neckarlauf.com/geh-heim-lauf.html;Kilometerliebe Discovery;
Freudenstadt Grüntal 12h/24h Lauf (Herbst);Ultramarathon;03.10.2026;Freudenstadt-Grüntal;Germany;Freudenstadt-Grüntal, Germany;48.4796222;8.4683264;12h / 24h Ultramarathon;Official local running event in Freudenstadt-Grüntal. Distances: 12h / 24h Ultramarathon. Discovered via Kilometerliebe and linked to the official event website.;https://neckarlauf.com/geh-heim-lauf.html;Kilometerliebe Discovery;
24h-Lauf Reichenau;Ultramarathon;13.06.2026;Konstanz;Germany;Konstanz, Germany;47.659216;9.1750718;24h Ultramarathon;Official local running event in Konstanz. Distances: 24h Ultramarathon. Discovered via Kilometerliebe and linked to the official event website.;http://www.24h-lauf-reichenau.de/;Kilometerliebe Discovery;
3. Rureifel Trail;Ultramarathon;18.04.2026;Nideggen;Germany;Nideggen, Germany;50.6913559;6.482614;77 km;Official local running event in Nideggen. Distances: 77 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.rureifel-trail.com;Kilometerliebe Discovery;
7-Gebirgsmarathon;Running;13.12.2026;Bad Honnef;Germany;Bad Honnef, Germany;50.6448582;7.2272534;Half Marathon, Marathon;Official local running event in Bad Honnef. Distances: Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://www.siebengebirgsmarathon.de;Kilometerliebe Discovery;
adidas Runners City Night Berlin;Running;01.08.2026;Berlin;Germany;Berlin, Germany;52.5173885;13.3951309;5 km, 10 km;Official local running event in Berlin. Distances: 5 km, 10 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.berlin-citynight.de/;Kilometerliebe Discovery;
Adventslauf Lage;Running;06.12.2026;Lage;Germany;Lage, Germany;51.9914084;8.7919583;5 km, 10 km;Official local running event in Lage. Distances: 5 km, 10 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.lg-lippe.de;Kilometerliebe Discovery;
AESCULAP Donautal Marathon;Running;07.06.2026;Tuttlingen;Germany;Tuttlingen, Germany;47.9844315;8.8186606;10 km, Half Marathon, Marathon;Official local running event in Tuttlingen. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.runundfun.de;Kilometerliebe Discovery;
Ahrathon Erlebnislauf;Running;13.06.2026;Bad Neuenahr-Ahrweiler;Germany;Bad Neuenahr-Ahrweiler, Germany;50.5444551;7.1186671;5 km, 10 km, Half Marathon, Marathon;Official local running event in Bad Neuenahr-Ahrweiler. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://ahrathon.de;Kilometerliebe Discovery;
Allgäu-Panorama-Marathon;Running;09.08.2026;Sonthofen;Germany;Sonthofen, Germany;47.5135363;10.281931;Half Marathon, Marathon;Official local running event in Sonthofen. Distances: Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://www.allgaeu-panorama-marathon.de;Kilometerliebe Discovery;
BARMER CURREX Alsterlauf Hamburg;Running;06.09.2026;Hamburg;Germany;Hamburg, Germany;53.5501721;10.0013165;5 km, 10 km;Official local running event in Hamburg. Distances: 5 km, 10 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.alsterlauf-hamburg.de/;Kilometerliebe Discovery;
Alstertallauf Hamburg;Running;25.10.2026;Hamburg;Germany;Hamburg, Germany;53.5501721;10.0013165;5 km, 10 km, Half Marathon;Official local running event in Hamburg. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://alstertallauf.de/;Kilometerliebe Discovery;
Altmühl-Jura Halbmarathon;Running;26.07.2026;Greding;Germany;Greding, Germany;49.045989;11.3525826;5 km, 10 km, Half Marathon;Official local running event in Greding. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.greding.de/aj-halbmarathon;Kilometerliebe Discovery;
Altstadtlauf Salzwedel;Running;20.09.2026;Salzwedel;Germany;Salzwedel, Germany;52.8528456;11.1539699;5 km, 10 km, Half Marathon;Official local running event in Salzwedel. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.altstadtlauf-salzwedel.de;Kilometerliebe Discovery;
Amberger Frühlingslauf;Running;19.04.2026;Amberg;Germany;Amberg, Germany;48.0611033;10.6810316;10 km, Half Marathon;Official local running event in Amberg. Distances: 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://cis-amberg.de;Kilometerliebe Discovery;
Ampermarathon Olching;Running;19.04.2026;Olching;Germany;Olching, Germany;48.2077801;11.3278779;Marathon;Official local running event in Olching. Distances: Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.ampermarathon.de;Kilometerliebe Discovery;
AOK Firmenlauf Bielefeld;Running;26.08.2026;Bielefeld;Germany;Bielefeld, Germany;52.0191005;8.531007;5 km;Official local running event in Bielefeld. Distances: 5 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.firmenlauf-bielefeld.com/;Kilometerliebe Discovery;
AOK-Firmenlauf Witten;Running;02.07.2026;Witten;Germany;Witten, Germany;51.4370171;7.335124;5 km;Official local running event in Witten. Distances: 5 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.aok-firmenlauf.de/;Kilometerliebe Discovery;
AOK-Firmenlauf Hamm;Running;03.09.2026;Hamm;Germany;Hamm, Germany;51.681281;7.8191185;5.5 km;Official local running event in Hamm. Distances: 5.5 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.aok-firmenlauf.de/;Kilometerliebe Discovery;
AOK Firmenlauf Reutlingen;Running;11.06.2026;Reutlingen;Germany;Reutlingen, Germany;48.4919508;9.2114144;5 km;Official local running event in Reutlingen. Distances: 5 km. Discovered via Kilometerliebe and linked to the official event website.;https://reutlingen.bw-running.de/home;Kilometerliebe Discovery;
AOK-Firmenlauf Rheine;Running;26.06.2026;Rheine;Germany;Rheine, Germany;52.2797707;7.4373615;5 km;Official local running event in Rheine. Distances: 5 km. Discovered via Kilometerliebe and linked to the official event website.;https://aok-firmenlauf-rheine.de/;Kilometerliebe Discovery;
Aschaffenburger Sparkassen Halbmarathon;Running;04.10.2026;Aschaffenburg;Germany;Aschaffenburg, Germany;49.9738133;9.1446665;Half Marathon;Official local running event in Aschaffenburg. Distances: Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://halbmarathon-aschaffenburg.de;Kilometerliebe Discovery;
Augsburger swa-Straßenlauf;Running;19.04.2026;Augsburg;Germany;Augsburg, Germany;48.3690341;10.8979522;10 km, Half Marathon;Official local running event in Augsburg. Distances: 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://tgva.de/swa-strassenlauf;Kilometerliebe Discovery;
B. BRAUN Marathon;Running;28.06.2026;Tuttlingen;Germany;Tuttlingen, Germany;47.9844315;8.8186606;5 km, 10 km, Half Marathon, Marathon;Official local running event in Tuttlingen. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.runundfun.de/wettbewerbe/aesculap-donautal-marathon;Kilometerliebe Discovery;
B2Run Aachen;Running;28.04.2026;Aachen;Germany;Aachen, Germany;50.776351;6.083862;5 km;Official local running event in Aachen. Distances: 5 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.b2run.de/run/de/de/aachen/index.html;Kilometerliebe Discovery;
B2Run Gelsenkirchen;Running;01.09.2026;Gelsenkirchen;Germany;Gelsenkirchen, Germany;51.5110321;7.0960124;5 km;Official local running event in Gelsenkirchen. Distances: 5 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.b2run.de/run/de/de/gelsenkirchen/index.html;Kilometerliebe Discovery;
B2Run Hamburg;Running;25.08.2026;Hamburg;Germany;Hamburg, Germany;53.5501721;10.0013165;5.5 km;Official local running event in Hamburg. Distances: 5.5 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.b2run.de/run/de/de/hamburg/;Kilometerliebe Discovery;
B2Run Kaiserslautern;Running;11.06.2026;Kaiserslautern;Germany;Kaiserslautern, Germany;49.4432174;7.7689951;5 km;Official local running event in Kaiserslautern. Distances: 5 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.b2run.de/run/de/de/kaiserslautern/index.html;Kilometerliebe Discovery;
B2Run Koblenz;Running;26.06.2026;Koblenz;Germany;Koblenz, Germany;50.3533278;7.5943951;5 km;Official local running event in Koblenz. Distances: 5 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.b2run.de/run/de/de/koblenz/index.html;Kilometerliebe Discovery;
B2Run München;Running;15.07.2026;München;Germany;München, Germany;48.1371079;11.5753822;6.3 km;Official local running event in München. Distances: 6.3 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.b2run.de/run/de/de/muenchen/;Kilometerliebe Discovery;
Bad Buchauer Stadtlauf mit Halbmarathon;Running;11.07.2026;Bad Buchau;Germany;Bad Buchau, Germany;48.0655836;9.6097541;5 km, 10 km, Half Marathon;Official local running event in Bad Buchau. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.svbadbuchau.de/stadtlauf;Kilometerliebe Discovery;
Bad Harzburger Bergmarathon;Running;23.05.2026;Bad Harzburg;Germany;Bad Harzburg, Germany;51.8803224;10.5643607;10 km, Half Marathon, Marathon;Official local running event in Bad Harzburg. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://bergmarathon-harzburg.de;Kilometerliebe Discovery;
Bad Waldseer Lauffieber;Running;16.05.2026;Bad Waldsee;Germany;Bad Waldsee, Germany;47.9209556;9.7542772;10 km, Half Marathon;Official local running event in Bad Waldsee. Distances: 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.badwaldseer-lauffieber.de;Kilometerliebe Discovery;
Baden-Marathon Karlsruhe;Running;20.09.2026;Karlsruhe;Germany;Karlsruhe, Germany;49.0068705;8.4034195;10 km, Half Marathon, Marathon;Official local running event in Karlsruhe. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://www.baden-marathon.de;Kilometerliebe Discovery;
Baden-Marathon Karlsruhe;Running;19.09.2027;Karlsruhe;Germany;Karlsruhe, Germany;49.0068705;8.4034195;Half Marathon, Marathon;Official local running event in Karlsruhe. Distances: Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.badenmarathon.de;Kilometerliebe Discovery;
Badeparadies Schwarzwald Firmenlauf Villingen-Schwenningen;Running;02.07.2026;Villingen-Schwenningen;Germany;Villingen-Schwenningen, Germany;48.063152;8.4929618;5 km;Official local running event in Villingen-Schwenningen. Distances: 5 km. Discovered via Kilometerliebe and linked to the official event website.;https://firmenlauf-vs.de/;Kilometerliebe Discovery;
Barmstedter Stadtlauf;Running;14.06.2026;Barmstedt;Germany;Barmstedt, Germany;53.7889203;9.7703927;5 km, 10 km, Half Marathon;Official local running event in Barmstedt. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://bmtv.de/sportangebote/veranstaltungen/stadtlauf;Kilometerliebe Discovery;
Behördenmarathon Halle;Running;08.05.2026;Halle;Germany;Halle, Germany;52.4523605;6.9192787;Half Marathon, Marathon;Official local running event in Halle. Distances: Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.behördenmarathon-halle.de;Kilometerliebe Discovery;
Bergstadt Marathon Rüthen;Running;10.05.2026;Rüthen;Germany;Rüthen, Germany;51.4911392;8.4330329;5 km, 10 km, Half Marathon, Marathon;Official local running event in Rüthen. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.bergstadtmarathon-ruethen.de;Kilometerliebe Discovery;
Bertlicher Strassenläufe;Running;27.09.2026;Herten;Germany;Herten, Germany;51.5942009;7.1368071;5 km, 10 km;Official local running event in Herten. Distances: 5 km, 10 km. Discovered via Kilometerliebe and linked to the official event website.;http://www.sus-bertlich.de/la;Kilometerliebe Discovery;
Bienwald Marathon;Running;14.03.2027;Kandel;Germany;Kandel, Germany;49.0809754;8.1970699;Half Marathon, Marathon;Official local running event in Kandel. Distances: Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://bienwald-marathon.de;Kilometerliebe Discovery;
Bietigheimer Silvesterlauf;Running;31.12.2026;Bietigheim-Bissingen;Germany;Bietigheim-Bissingen, Germany;48.9493243;9.1364229;10.5 km;Official local running event in Bietigheim-Bissingen. Distances: 10.5 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.bietigheimer-silvesterlauf.de;Kilometerliebe Discovery;
Bilstein-Marathon;Running;12.04.2026;Witzenhausen;Germany;Witzenhausen, Germany;51.3331901;9.8434192;Half Marathon, Marathon;Official local running event in Witzenhausen. Distances: Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://www.bilstein-marathon.de;Kilometerliebe Discovery;
BMW Berlin Marathon;Running;27.09.2026;Berlin;Germany;Berlin, Germany;52.5173885;13.3951309;Marathon;Official local running event in Berlin. Distances: Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.bmw-berlin-marathon.com;Kilometerliebe Discovery;
BMW Berlin Marathon;Running;26.09.2027;Berlin;Germany;Berlin, Germany;52.5173885;13.3951309;Marathon;Official local running event in Berlin. Distances: Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.bmw-berlin-marathon.com;Kilometerliebe Discovery;
Bodensee Marathon;Running;19.09.2026;Kressbronn;Germany;Kressbronn, Germany;49.0655511;10.1378705;10 km, Half Marathon, Marathon;Official local running event in Kressbronn. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.bodensee-marathon.de;Kilometerliebe Discovery;
Bonn Marathon;Running;19.04.2026;Bonn;Germany;Bonn, Germany;50.7352621;7.1024635;Half Marathon, Marathon;Official local running event in Bonn. Distances: Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.deutschepostmarathonbonn.de;Kilometerliebe Discovery;
Borkumer Meilenlauf;Running;05.09.2026;Borkum;Germany;Borkum, Germany;53.5902946;6.6682175;5 km, 10 km;Official local running event in Borkum. Distances: 5 km, 10 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.borkumer-meilenlauf.de;Kilometerliebe Discovery;
BORSIG Halbmarathon;Running;06.09.2026;Berlin;Germany;Berlin, Germany;52.5173885;13.3951309;5 km, 10 km, Half Marathon;Official local running event in Berlin. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://borsighalbmarathon.de;Kilometerliebe Discovery;
Bottwartal Marathon;Running;18.10.2026;Steinheim;Germany;Steinheim, Germany;51.8660478;9.0942767;10 km, Half Marathon, Marathon;Official local running event in Steinheim. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.bottwartal-marathon.de;Kilometerliebe Discovery;
Brauereienlauf;Running;19.09.2026;Litzendorf;Germany;Litzendorf, Germany;49.9123064;11.0096505;10 km, Half Marathon;Official local running event in Litzendorf. Distances: 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://brauereienlauf.de;Kilometerliebe Discovery;
Braunschweiger Lauftage;Running;25.10.2026;Braunschweig;Germany;Braunschweig, Germany;52.2646577;10.5236066;5 km, 10 km, Half Marathon;Official local running event in Braunschweig. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://www.braunschweiger-lauftage.de;Kilometerliebe Discovery;
Bremer Brückenlauf;Running;04.07.2026;Bremen;Germany;Bremen, Germany;53.0758196;8.8071646;5 km, 10 km, Half Marathon;Official local running event in Bremen. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://bremer-brueckenlauf.de;Kilometerliebe Discovery;
Brocken Marathon;Running;10.10.2026;Wernigerode;Germany;Wernigerode, Germany;51.8344172;10.7862526;10 km, Marathon;Official local running event in Wernigerode. Distances: 10 km, Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://www.harz-gebirgslauf.de;Kilometerliebe Discovery;
Buchholzer Stadtlauf;Running;21.06.2026;Buchholz;Germany;Buchholz, Germany;53.2759502;12.6459399;5 km, 10 km, Half Marathon;Official local running event in Buchholz. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://buchholzerstadtlauf.de;Kilometerliebe Discovery;
24-Stunden-Burginsellauf Delmenhorst;Running;27.06.2026;Delmenhorst;Germany;Delmenhorst, Germany;53.048095;8.6286066;24h Ultramarathon;Official local running event in Delmenhorst. Distances: 24h Ultramarathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.24-lauf.de/;Kilometerliebe Discovery;
Burgwald-Märchen-Marathon;Running;30.08.2026;Rauschenberg;Germany;Rauschenberg, Germany;50.9089878;8.8864674;10 km, Half Marathon, Marathon;Official local running event in Rauschenberg. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://bmm-rauschenberg.de;Kilometerliebe Discovery;
Castroper Feierabendlauf;Running;28.05.2026;Castrop-Rauxel;Germany;Castrop-Rauxel, Germany;51.5646195;7.3106175;5 km;Official local running event in Castrop-Rauxel. Distances: 5 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.castrop-rauxel.de/feierabendlauf;Kilometerliebe Discovery;
City Marathon Bremerhaven;Running;06.09.2026;Bremerhaven;Germany;Bremerhaven, Germany;53.5505392;8.5851945;10 km, Half Marathon, Marathon;Official local running event in Bremerhaven. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.bremerhaven-marathon.de;Kilometerliebe Discovery;
City Marathon Wiesbaden;Running;20.06.2026;Wiesbaden;Germany;Wiesbaden, Germany;50.0820384;8.2416556;5 km, 10 km, Half Marathon, Marathon;Official local running event in Wiesbaden. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://sporthilfe-wiesbaden.de;Kilometerliebe Discovery;
Crailsheimer Halbmarathon;Running;27.06.2026;Crailsheim;Germany;Crailsheim, Germany;49.1365626;10.0720195;Half Marathon;Official local running event in Crailsheim. Distances: Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://syntegon-burgberglauf.de;Kilometerliebe Discovery;
Cuxhaven Marathon;Running;10.05.2026;Cuxhaven;Germany;Cuxhaven, Germany;53.86878;8.698286;10 km, Half Marathon;Official local running event in Cuxhaven. Distances: 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.cuxhaven-marathon.de;Kilometerliebe Discovery;
DAK Firmenlauf Cottbus;Running;10.09.2026;Cottbus;Germany;Cottbus, Germany;51.7567447;14.3357307;5 km;Official local running event in Cottbus. Distances: 5 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.firmenlauf-cottbus.de/;Kilometerliebe Discovery;
Darß Marathon;Running;26.04.2026;Wieck a. Darß;Germany;Wieck a. Darß, Germany;54.4100179;12.5827902;10 km, Half Marathon, Marathon;Official local running event in Wieck a. Darß. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://www.darss-marathon.de;Kilometerliebe Discovery;
Deichlauf Hohnstorf;Running;06.06.2026;Hohnstorf Elbe;Germany;Hohnstorf Elbe, Germany;53.3667008;10.5499985;10 km, Half Marathon;Official local running event in Hohnstorf Elbe. Distances: 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.tus-hohnstorf-elbe.de;Kilometerliebe Discovery;
Dorstener 24-Stunden-Lauf;Ultramarathon;10.07.2026;Dorsten;Germany;Dorsten, Germany;51.6604071;6.9647431;24h Ultramarathon;Official local running event in Dorsten. Distances: 24h Ultramarathon. Discovered via Kilometerliebe and linked to the official event website.;https://24stundenlaufdorsten.de/;Kilometerliebe Discovery;
Dortmunder Friedenslauf;Running;25.05.2026;Dortmund;Germany;Dortmund, Germany;51.5142273;7.4652789;5 km, 10 km, Half Marathon;Official local running event in Dortmund. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.tsvkirchlinde.de;Kilometerliebe Discovery;
Draisinenlauf Altenglan;Running;21.06.2026;Altenglan;Germany;Altenglan, Germany;49.5536508;7.4610041;Half Marathon;Official local running event in Altenglan. Distances: Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://lsc-kusel.de/draisinenlauf;Kilometerliebe Discovery;
Drebber Marathon;Running;13.06.2026;Drebber;Germany;Drebber, Germany;52.652437;8.4199322;5 km, 10 km, Half Marathon, Marathon;Official local running event in Drebber. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://drebber-marathon.de;Kilometerliebe Discovery;
Drei-Talsperren Marathon;Running;19.09.2026;Eibenstock;Germany;Eibenstock, Germany;50.4951715;12.5983957;10 km, Half Marathon, Marathon;Official local running event in Eibenstock. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.drei-talsperren-marathon.de;Kilometerliebe Discovery;
Dreiburgenland Marathon;Running;25.04.2026;Thurmansbang;Germany;Thurmansbang, Germany;48.7661177;13.3151419;5 km, 10 km, Half Marathon, Marathon;Official local running event in Thurmansbang. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://www.hotel-schuerger.de/daten/marathon/marathon_de.html;Kilometerliebe Discovery;
Dresdner Marathon;Running;25.10.2026;Dresden;Germany;Dresden, Germany;51.0493286;13.7381437;5 km, 10 km, Half Marathon, Marathon;Official local running event in Dresden. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.dresden-marathon.com;Kilometerliebe Discovery;
Düsseldorfer Silvesterlauf;Running;31.12.2026;Düsseldorf;Germany;Düsseldorf, Germany;51.2254018;6.7763137;5 km, 10 km;Official local running event in Düsseldorf. Distances: 5 km, 10 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.duesseldorf.de/sportamt/laufen-in-duesseldorf;Kilometerliebe Discovery;
ebm-papst Marathon;Running;13.09.2026;Niedernhall;Germany;Niedernhall, Germany;49.294729;9.61617;5 km, 10 km, Half Marathon, Marathon;Official local running event in Niedernhall. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.ebmpapst-marathon.de;Kilometerliebe Discovery;
Eifelmarathon;Running;14.06.2026;Waxweiler;Germany;Waxweiler, Germany;50.0922679;6.3658809;Half Marathon, Marathon;Official local running event in Waxweiler. Distances: Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://www.eifelmarathon.de;Kilometerliebe Discovery;
Eilenriederennen Hannover;Running;30.08.2026;Hannover;Germany;Hannover, Germany;52.3744779;9.7385532;5 km, 10 km, Half Marathon;Official local running event in Hannover. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.eilenriederennen.de;Kilometerliebe Discovery;
Einstein Marathon;Running;27.09.2026;Ulm;Germany;Ulm, Germany;48.3984968;9.9912458;5 km, 10 km, Half Marathon, Marathon;Official local running event in Ulm. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://einsteinmarathon.de;Kilometerliebe Discovery;
Einstein-Marathon Ulm;Running;22.09.2026;Ulm;Germany;Ulm, Germany;48.3984968;9.9912458;10 km, Half Marathon, Marathon;Official local running event in Ulm. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;http://www.einstein-marathon.de;Kilometerliebe Discovery;
Elpersheimer Pfingstlauf;Running;24.05.2026;Weikersheim;Germany;Weikersheim, Germany;49.4806473;9.8976809;5 km, 10 km, Half Marathon;Official local running event in Weikersheim. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://sv-elpersheim.de/pfingstlauf;Kilometerliebe Discovery;
Elsterlauf;Running;31.05.2026;Bad Liebenwerda;Germany;Bad Liebenwerda, Germany;51.5158115;13.39272;10 km, Half Marathon;Official local running event in Bad Liebenwerda. Distances: 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.elsterlauf.de;Kilometerliebe Discovery;
Ermstal-Marathon;Running;12.07.2026;Metzingen;Germany;Metzingen, Germany;48.5397247;9.2831201;10 km, Half Marathon, Marathon;Official local running event in Metzingen. Distances: 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.ermstal-marathon.de;Kilometerliebe Discovery;
Eschathlon - Der Eschborner Halbmarathon;Running;14.06.2026;Eschborn;Germany;Eschborn, Germany;50.1504737;8.5607767;5 km, 10 km, Half Marathon;Official local running event in Eschborn. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.eschathlon.de;Kilometerliebe Discovery;
Eselsburger-Tal-Lauf;Running;05.07.2026;Herbrechtingen;Germany;Herbrechtingen, Germany;48.6226932;10.1761696;5 km, 10 km, Half Marathon;Official local running event in Herbrechtingen. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.lauftreff-herbrechtingen.de;Kilometerliebe Discovery;
Europamarathon Görlitz;Running;07.06.2026;Görlitz;Germany;Görlitz, Germany;51.1563185;14.991018;5 km, 10 km, Half Marathon, Marathon;Official local running event in Görlitz. Distances: 5 km, 10 km, Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.europamarathon.de;Kilometerliebe Discovery;
Eversburger Gewässer Ultramarathon;Ultramarathon;06.06.2026;Osnabrück;Germany;Osnabrück, Germany;52.2719595;8.047635;45.3 km;Official local running event in Osnabrück. Distances: 45.3 km. Discovered via Kilometerliebe and linked to the official event website.;https://my.raceresult.com/381648/;Kilometerliebe Discovery;
EVL Halbmarathon Leverkusen;Running;14.06.2026;Leverkusen;Germany;Leverkusen, Germany;51.0324743;6.9881194;5 km, 10 km, Half Marathon;Official local running event in Leverkusen. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.leverkusen-halbmarathon.de;Kilometerliebe Discovery;
FALKE Rothaarsteig-Marathon;Running;17.10.2026;Fleckenberg;Germany;Fleckenberg, Germany;51.1325162;8.2623868;Half Marathon, Marathon;Official local running event in Fleckenberg. Distances: Half Marathon, Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://www.rothaarsteig-marathon.de;Kilometerliebe Discovery;
